# Argument List:
# Name = 8481_5fold_gene_score.txt
# peak file = ./fold/8481_tmp
# decay = 10000 bp
# genome = /project/dev/rongbin/xy/rp/hg38_refGene.bed
#chrom	txStart	txEnd	refseq	score	strand	symbol
chr22	37639668	37656118	NM_018957.5	4.274	+	SH3BP1
chr17	42562147	42566276	NM_001042529.3	4.273	+	COASY
chr17	42562147	42566276	NM_001042532.4	4.273	+	COASY
chr17	42562147	42566276	NM_025233.7	4.273	+	COASY
chr17	42562147	42566276	XM_011525300.2	4.273	+	COASY
chr17	42562211	42566276	XM_006722116.4	4.267	+	COASY
chr16	68013435	68015910	NM_001282442.2	4.267	-	DPEP2NB
chr6	89931624	90271880	XM_024446513.1	4.265	-	BACH2
chr12	53326574	53336353	NM_001173467.3	4.261	-	SP7
chr17	75236598	75261605	NM_001291641.2	4.259	-	GGA3
chr17	75236598	75261605	NM_001291642.2	4.259	-	GGA3
chr17	75236598	75261605	NM_014001.5	4.259	-	GGA3
chr17	75236598	75261605	NM_138619.4	4.259	-	GGA3
chr20	64073180	64077239	XM_011528486.2	4.259	-	RGS19
chr17	75236598	75261616	XM_017024392.1	4.258	-	GGA3
chr17	75236598	75261619	XM_017024387.2	4.258	-	GGA3
chr19	17323222	17334854	NM_020959.3	4.258	-	ANO8
chr17	75225463	75261622	XM_011524563.3	4.258	-	GGA3
chr17	75236598	75261622	XM_017024385.2	4.258	-	GGA3
chr17	75236598	75261622	XM_017024386.1	4.258	-	GGA3
chr17	75236598	75261629	XM_024450665.1	4.258	-	GGA3
chr19	17323222	17334833	XM_017027048.1	4.257	-	ANO8
chr19	17334981	17342730	NM_001195422.1	4.256	+	GTPBP3
chr11	46347551	46380552	XM_017018455.1	4.255	+	DGKZ
chr11	46347550	46380552	XM_017018456.1	4.255	+	DGKZ
chr11	46347549	46380552	XM_024448729.1	4.255	+	DGKZ
chr11	46347549	46380552	XM_024448730.1	4.255	+	DGKZ
chr11	46347549	46380552	XM_024448737.1	4.255	+	DGKZ
chr11	46347548	46380552	XM_024448731.1	4.255	+	DGKZ
chr11	46347531	46380552	XM_024448738.1	4.254	+	DGKZ
chr11	46347462	46380550	NM_001199266.2	4.252	+	DGKZ
chr11	46347462	46380550	NM_001199267.2	4.252	+	DGKZ
chr11	46347462	46380550	NM_001199268.2	4.252	+	DGKZ
chr11	46347462	46380550	NM_003646.4	4.252	+	DGKZ
chr14	74881915	74892057	NM_001244883.2	4.244	+	DLST
chr14	74881915	74903742	NM_001933.5	4.244	+	DLST
chr17	7855065	7856098	NM_001319941.1	4.244	+	TMEM88
chr17	7855065	7856098	NM_203411.2	4.244	+	TMEM88
chr22	44172955	44208468	NM_001137605.2	4.243	+	PARVG
chr17	7854885	7856098	XM_005256856.3	4.240	+	TMEM88
chr1	28147165	28176689	NM_000952.5	4.238	-	PTAFR
chr1	28147165	28176689	NM_001164723.3	4.238	-	PTAFR
chr10	96593311	96700906	XM_005269499.1	4.237	-	PIK3AP1
chr9	79572599	79726742	XM_006717264.1	4.236	+	TLE4
chr9	79572599	79726742	XM_006717268.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518952.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518954.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518955.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518956.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518957.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518958.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518959.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518960.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518961.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518962.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518963.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518964.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518965.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518966.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518967.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518968.1	4.236	+	TLE4
chr9	79572599	79726742	XM_011518969.1	4.236	+	TLE4
chr9	79572599	79719725	XM_011518970.3	4.236	+	TLE4
chr9	79572599	79726742	XM_017015068.1	4.236	+	TLE4
chr9	79572599	79726742	XM_017015074.1	4.236	+	TLE4
chr9	79572599	79726742	XM_017015075.1	4.236	+	TLE4
chr9	79572599	79726742	XM_017015081.1	4.236	+	TLE4
chr9	79572599	79726742	XM_017015083.1	4.236	+	TLE4
chr6	31615211	31616509	XM_017010332.1	4.233	+	AIF1
chr6	31615216	31616509	XM_005248870.4	4.233	+	AIF1
chr6	31615233	31617014	NM_001318970.2	4.232	+	AIF1
chr6	31615233	31617014	NM_001623.5	4.232	+	AIF1
chr17	75261878	75266375	NM_015971.4	4.231	+	MRPS7
chr12	108621894	108633893	NM_003006.4	4.226	-	SELPLG
chr15	74788543	74803196	NM_001354988.2	4.218	+	CSK
chr1	21727845	21783198	NM_001032730.2	4.218	-	USP48
chr1	21678578	21783198	NM_001330394.2	4.218	-	USP48
chr8	37858617	37899496	NM_001002814.3	4.217	-	RAB11FIP1
chr8	37858617	37899496	NM_025151.5	4.217	-	RAB11FIP1
chr8	37871273	37899496	XM_017013869.2	4.217	-	RAB11FIP1
chr22	24427598	24442356	NM_000675.6	4.216	+	ADORA2A
chr22	24427598	24442356	NM_001278499.2	4.216	+	ADORA2A
chr1	21705854	21783174	XM_017002496.2	4.214	-	USP48
chr6	31546850	31558828	NM_001144962.2	4.213	+	NFKBIL1
chr6	31546850	31558828	NM_001144963.2	4.213	+	NFKBIL1
chr1	21678297	21783148	NM_001350164.2	4.210	-	USP48
chr1	21678297	21783148	NM_001350166.2	4.210	-	USP48
chr1	21678297	21783148	NM_001350167.2	4.210	-	USP48
chr1	21678297	21783148	NM_001350168.2	4.210	-	USP48
chr1	21678297	21783148	NM_032236.8	4.210	-	USP48
chr6	31615990	31617014	NM_032955.3	4.209	+	AIF1
chr1	21678901	21783138	XM_006710955.4	4.208	-	USP48
chr1	21678901	21783138	XM_011542267.3	4.208	-	USP48
chr1	21678901	21783138	XM_024450167.1	4.208	-	USP48
chr16	50274151	50318134	XM_011522839.2	4.207	+	ADCY7
chr1	203626786	203744080	NM_001001396.2	4.207	+	ATP2B4
chr1	21678901	21784145	XM_011542265.3	4.206	-	USP48
chr17	45393901	45430296	NM_001282290.1	4.206	-	ARHGAP27
chr6	37212914	37258401	XM_011514364.2	4.204	-	TMEM217
chr16	50274130	50318134	XM_017022896.1	4.204	+	ADCY7
chr1	203626831	203733628	NM_001365783.2	4.204	+	ATP2B4
chr1	203626831	203744080	NM_001684.5	4.204	+	ATP2B4
chr6	31544443	31546741	NM_138282.3	4.203	-	ATP6V1G2
chr3	183253282	183273390	XM_011513228.2	4.202	+	B3GNT5
chr17	9910669	10020112	XM_017025241.2	4.199	-	GAS7
chr16	50274097	50318134	XM_011522835.2	4.199	+	ADCY7
chr6	37212177	37258154	NM_001286401.1	4.198	-	TMEM217
chr3	183253252	183273384	NM_032047.5	4.197	+	B3GNT5
chr6	37217321	37258143	NM_001162900.2	4.197	-	TMEM217
chr17	9910669	10020034	XM_017025240.2	4.195	-	GAS7
chr12	53326574	53335775	NM_152860.2	4.194	-	SP7
chr6	31544443	31546607	NM_001204078.2	4.192	-	ATP6V1G2
chr6	31544443	31546607	NM_130463.4	4.192	-	ATP6V1G2
chr6	37212914	37259033	XM_011514365.2	4.191	-	TMEM217
chr9	79573176	79726881	NM_001351543.2	4.189	+	TLE4
chr9	79573176	79726881	NM_001351546.2	4.189	+	TLE4
chr9	79573176	79726881	NM_001351547.2	4.189	+	TLE4
chr9	79573176	79726881	NM_001351556.2	4.189	+	TLE4
chr9	79573176	79726881	NM_001351560.2	4.189	+	TLE4
chr9	79573176	79726881	NM_001351563.2	4.189	+	TLE4
chr3	183253206	183273390	XM_011513227.2	4.189	+	B3GNT5
chr19	11574659	11578739	NM_001111034.3	4.188	-	ACP5
chr9	79573196	79726742	XM_017015070.1	4.188	+	TLE4
chr9	79573206	79726742	XM_017015067.1	4.187	+	TLE4
chr9	79573211	79726742	XM_011518953.2	4.187	+	TLE4
chr9	79573211	79726742	XM_017015069.2	4.187	+	TLE4
chr10	44976127	44978808	NM_007021.4	4.185	-	DEPP1
chr12	56128201	56144675	NM_001184796.1	4.182	+	ESYT1
chr12	56128201	56144675	NM_015292.2	4.182	+	ESYT1
chr19	11574659	11578974	NM_001111035.3	4.180	-	ACP5
chr19	11574659	11578974	NM_001111036.3	4.180	-	ACP5
chr19	11574659	11578978	XM_005259938.1	4.180	-	ACP5
chr19	11574659	11578982	XM_011528069.2	4.180	-	ACP5
chr8	143309323	143334879	NM_052963.3	4.173	-	TOP1MT
chr8	143309564	143334879	XM_005250781.4	4.173	-	TOP1MT
chr12	51281037	51324173	NM_001290008.2	4.170	-	BIN2
chr12	51281037	51324173	NM_001290009.2	4.170	-	BIN2
chr12	51281037	51324173	NM_001364779.1	4.170	-	BIN2
chr12	51281037	51324173	NM_001364780.1	4.170	-	BIN2
chr12	51281037	51324173	NM_001364781.1	4.170	-	BIN2
chr12	51281037	51324173	NM_016293.4	4.170	-	BIN2
chr2	100563262	100577471	XM_017004890.1	4.166	+	PDCL3
chr12	51281037	51324083	XM_024449016.1	4.165	-	BIN2
chr11	118226689	118241080	XM_017017304.1	4.160	-	MPZL3
chr2	100562992	100576738	NM_024065.5	4.160	+	PDCL3
chr16	29679179	29698698	NM_014298.5	4.159	+	QPRT
chr8	143915152	143942635	XM_005250978.3	4.159	-	PLEC
chr8	143915152	143942635	XM_011517130.2	4.159	-	PLEC
chr8	143915152	143942631	XM_011517132.2	4.158	-	PLEC
chr6	37257771	37332969	NM_017772.4	4.158	+	TBC1D22B
chr6	37257771	37324656	XM_011514738.3	4.158	+	TBC1D22B
chr6	37257771	37317198	XM_011514739.2	4.158	+	TBC1D22B
chr8	143915152	143942623	NM_201383.3	4.158	-	PLEC
chr19	11574659	11578256	NM_001322023.2	4.158	-	ACP5
chr9	134406559	134440584	NM_001291921.2	4.157	+	RXRA
chr16	29679007	29698698	NM_001318249.1	4.153	+	QPRT
chr16	29679007	29698698	NM_001318250.1	4.153	+	QPRT
chr17	75236598	75262360	XM_017024388.1	4.152	-	GGA3
chr17	75236598	75262360	XM_017024390.1	4.152	-	GGA3
chr17	75236598	75262362	NM_001172703.3	4.151	-	GGA3
chr17	75236598	75262362	NM_001172704.3	4.151	-	GGA3
chr17	75236598	75262362	XM_017024389.1	4.151	-	GGA3
chr20	64073180	64079137	XM_011528484.2	4.150	-	RGS19
chr9	136994607	136996567	NM_004669.3	4.148	-	CLIC3
chr1	203627936	203733629	NM_001365784.1	4.143	+	ATP2B4
chr6	108561903	108684768	XM_011535626.2	4.143	+	FOXO3
chr11	118226689	118241585	XM_006718775.2	4.143	-	MPZL3
chr12	51281037	51324667	NM_001290007.2	4.143	-	BIN2
chr19	859663	863640	NM_001317335.2	4.140	+	CFD
chr19	859663	863640	NM_001928.4	4.140	+	CFD
chr6	37212180	37257669	XM_011514369.3	4.140	-	TMEM217
chr8	143915152	143939637	XM_005250980.4	4.139	-	PLEC
chr11	62665311	62668107	NM_001043229.2	4.139	+	CSKMT
chr22	44181335	44206654	XM_017028907.1	4.138	+	PARVG
chr22	44181347	44206654	XM_005261702.3	4.137	+	PARVG
chr12	53307455	53321584	XM_011538778.2	4.136	-	AAAS
chr12	53307455	53321584	XM_011538780.2	4.136	-	AAAS
chr12	53307459	53321609	NM_001173466.2	4.136	-	AAAS
chr12	53307459	53321609	NM_015665.6	4.136	-	AAAS
chr17	7842677	7854795	XM_005256552.5	4.136	+	KDM6B
chr22	44181376	44206654	XM_017028908.1	4.135	+	PARVG
chr8	143915152	143939596	NM_201384.3	4.135	-	PLEC
chr16	84974174	85011534	NM_001145548.2	4.134	-	ZDHHC7
chr16	84974174	85011534	NM_017740.3	4.134	-	ZDHHC7
chr16	84988543	85011534	XM_011523222.2	4.134	-	ZDHHC7
chr22	44180924	44208468	NM_022141.7	4.132	+	PARVG
chr16	10877071	10936383	XM_011522492.2	4.131	+	CIITA
chr16	10877071	10936383	XM_011522493.2	4.131	+	CIITA
chr16	10877069	10936383	XM_011522495.2	4.130	+	CIITA
chr16	10877069	10936383	XM_011522496.2	4.130	+	CIITA
chr16	10877064	10936383	XM_024450280.1	4.130	+	CIITA
chr16	10877061	10936383	XM_024450281.1	4.130	+	CIITA
chr11	62665252	62667067	XM_005274232.5	4.130	+	CSKMT
chr6	37212914	37257622	XM_011514362.1	4.129	-	TMEM217
chr6	37213011	37257622	XM_011514363.2	4.129	-	TMEM217
chr6	37213011	37257622	XM_011514366.2	4.129	-	TMEM217
chr6	37212570	37257622	XM_011514367.2	4.129	-	TMEM217
chr6	108561761	108684768	XM_005266867.4	4.125	+	FOXO3
chr16	10877197	10924982	NM_000246.3	4.125	+	CIITA
chr16	10877197	10924982	NM_001286402.1	4.125	+	CIITA
chr16	10877201	10936393	NM_001286403.2	4.124	+	CIITA
chr11	62662816	62665215	NM_001286086.1	4.124	-	C11orf98
chr6	37212180	37257598	NM_001371555.1	4.123	-	TMEM217
chr6	37212180	37257598	NM_145316.4	4.123	-	TMEM217
chr16	89508378	89542278	XM_005256321.4	4.123	+	SPG7
chr16	89508378	89548684	XM_017023597.1	4.123	+	SPG7
chr16	89508378	89548781	XM_017023598.1	4.123	+	SPG7
chr16	89508387	89557767	NM_001363850.1	4.122	+	SPG7
chr16	89508402	89557765	NM_003119.4	4.121	+	SPG7
chr16	89508402	89537720	NM_199367.3	4.121	+	SPG7
chr20	43945895	44069615	NM_001098798.2	4.120	+	TOX2
chr20	43945895	44069615	XM_006723884.1	4.120	+	TOX2
chr19	55647399	55653160	NM_001370467.1	4.119	+	CCDC106
chr9	136994634	136996437	XM_017015282.1	4.115	-	CLIC3
chr2	54972188	55050450	NM_020532.5	4.113	-	RTN4
chr2	54972188	55050450	NM_153828.3	4.113	-	RTN4
chr2	54972188	55050450	NM_207520.2	4.113	-	RTN4
chr2	54972188	55050597	NM_001321860.1	4.112	-	RTN4
chr11	46345394	46380552	XM_024448736.1	4.112	+	DGKZ
chr19	55647587	55653160	NM_013301.2	4.111	+	CCDC106
chr17	76726885	76733879	XM_006721675.1	4.110	+	METTL23
chr17	76726885	76733879	XM_006721676.3	4.110	+	METTL23
chr3	69169994	69328517	XM_017005994.1	4.109	-	FRMD4B
chr17	76726861	76733879	XM_017024145.2	4.108	+	METTL23
chr17	76726854	76733879	XM_024450563.1	4.108	+	METTL23
chr17	76726829	76733880	NM_001080510.4	4.107	+	METTL23
chr17	76726829	76733880	NM_001206983.2	4.107	+	METTL23
chr17	76726829	76733880	NM_001206984.2	4.107	+	METTL23
chr17	76726829	76733880	NM_001206985.2	4.107	+	METTL23
chr17	76726829	76733880	NM_001206986.2	4.107	+	METTL23
chr17	76726829	76733880	NM_001206987.2	4.107	+	METTL23
chr17	76726829	76733880	NM_001302703.1	4.107	+	METTL23
chr17	76726829	76733880	NM_001302704.1	4.107	+	METTL23
chr17	76726829	76733880	NM_001302705.1	4.107	+	METTL23
chr17	76726823	76733879	XM_006721680.2	4.106	+	METTL23
chr17	76718441	76726798	NM_015167.2	4.105	-	JMJD6
chr19	11574659	11577644	NM_001611.5	4.103	-	ACP5
chr8	143915152	143939275	XM_006716590.3	4.101	-	PLEC
chr8	143915152	143939274	XM_011517131.2	4.101	-	PLEC
chr20	64073180	64079517	NM_005873.3	4.101	-	RGS19
chr16	10877447	10936383	XM_011522490.2	4.101	+	CIITA
chr16	10877448	10936383	XM_011522488.2	4.101	+	CIITA
chr17	7844251	7854795	XM_005256550.4	4.098	+	KDM6B
chr11	46345271	46380552	XM_005253182.3	4.096	+	DGKZ
chr11	46345271	46380552	XM_024448735.1	4.096	+	DGKZ
chr11	46345271	46380552	XM_024448739.1	4.096	+	DGKZ
chr11	46345271	46378886	XM_024448740.1	4.096	+	DGKZ
chr11	46345266	46380553	NM_201533.3	4.096	+	DGKZ
chr19	55648018	55653160	NM_001370468.1	4.095	+	CCDC106
chr19	55648018	55653160	NM_001370469.1	4.095	+	CCDC106
chr17	76712835	76726605	NM_001081461.2	4.094	-	JMJD6
chr15	101175726	101185568	XM_024449873.1	4.088	-	CHSY1
chr21	41885111	41926702	NM_199050.3	4.088	-	C2CD2
chr11	933560	1012239	XM_011519929.1	4.085	+	AP2A2
chr2	54972188	55049690	NM_001321861.1	4.084	-	RTN4
chr19	928265	975931	XM_005259513.5	4.084	+	ARID3A
chr1	117001749	117036550	NM_001256106.2	4.084	+	CD101
chr1	117001749	117036550	NM_001256109.2	4.084	+	CD101
chr1	117001749	117036550	NM_001256111.2	4.084	+	CD101
chr1	117001749	117036550	NM_004258.5	4.084	+	CD101
chr19	3178768	3180331	NM_003775.4	4.083	+	S1PR4
chr16	29670587	29698698	XM_005255223.3	4.082	+	QPRT
chr16	29670587	29698698	XM_017023101.1	4.082	+	QPRT
chr21	41886170	41926561	XM_005261109.4	4.082	-	C2CD2
chr19	18008169	18014101	NM_001286826.2	4.081	+	ARRDC2
chr19	18008169	18014101	NM_015683.2	4.081	+	ARRDC2
chr9	134903231	134917911	NM_002003.5	4.079	-	FCN1
chr19	54353623	54370555	NM_001289026.2	4.078	-	LAIR1
chr19	54353623	54370555	NM_001289027.2	4.078	-	LAIR1
chr2	65056401	65081761	XM_017003633.2	4.075	+	CEP68
chr2	65056401	65075253	XM_024452764.1	4.075	+	CEP68
chr2	16549647	16623075	XM_005262630.4	4.075	-	FAM49A
chr2	65056409	65080594	XM_005264219.4	4.075	+	CEP68
chr2	65056415	65087003	NM_001319100.2	4.074	+	CEP68
chr2	65056415	65087003	NM_001319101.2	4.074	+	CEP68
chr2	65056415	65087003	NM_015147.3	4.074	+	CEP68
chr6	116635617	116668765	NM_145062.3	4.074	-	ZUP1
chr22	37746233	37776555	NM_007032.5	4.073	+	TRIOBP
chr22	37746233	37759953	NM_138632.2	4.073	+	TRIOBP
chr17	40318244	40357642	NM_001145301.3	4.072	+	RARA
chr17	40318244	40357642	NM_001145302.3	4.072	+	RARA
chr11	405715	414997	XM_005253044.3	4.072	-	SIGIRR
chr11	405715	414997	XM_017018099.2	4.072	-	SIGIRR
chr11	405715	414997	XM_017018100.2	4.072	-	SIGIRR
chr11	405715	414998	NM_001135054.2	4.071	-	SIGIRR
chr2	54972188	55049155	NM_207521.2	4.071	-	RTN4
chr19	45093172	45146375	XM_006723159.3	4.069	+	PPP1R37
chr19	17337552	17342730	NM_001128855.3	4.069	+	GTPBP3
chr19	17337552	17342730	NM_032620.4	4.069	+	GTPBP3
chr19	17337552	17342730	NM_133644.4	4.069	+	GTPBP3
chr19	45093178	45147284	NM_019121.2	4.069	+	PPP1R37
chr20	4780022	4815122	NM_170774.1	4.068	-	RASSF2
chr6	116635617	116668809	NM_001361189.1	4.068	-	ZUP1
chr6	116635617	116668809	NM_001361190.1	4.068	-	ZUP1
chr6	116635617	116668809	NM_001361191.1	4.068	-	ZUP1
chr19	55648211	55653160	NM_001370470.1	4.067	+	CCDC106
chr19	55648211	55653160	NM_001370471.1	4.067	+	CCDC106
chr11	405715	415047	XM_005253048.4	4.066	-	SIGIRR
chr8	143309323	143359976	NM_001258446.1	4.066	-	TOP1MT
chr8	143309323	143359976	NM_001258447.1	4.066	-	TOP1MT
chr3	14432669	14489348	XM_006713307.2	4.066	+	SLC6A6
chr11	67269636	67286555	XM_024448376.1	4.062	+	GRK2
chr17	76727373	76733879	XM_011524282.1	4.059	+	METTL23
chr17	76727376	76733879	XM_017024146.1	4.059	+	METTL23
chr17	76727383	76733879	XM_006721679.3	4.057	+	METTL23
chr8	66127128	66175484	NM_033058.3	4.057	+	TRIM55
chr8	66127128	66175484	NM_184085.2	4.057	+	TRIM55
chr8	66127128	66175484	NM_184086.2	4.057	+	TRIM55
chr8	66127128	66175484	NM_184087.2	4.057	+	TRIM55
chr8	66127128	66175484	XM_024447308.1	4.057	+	TRIM55
chr8	66127329	66175484	XM_017013908.1	4.056	+	TRIM55
chr8	66127332	66175484	XM_017013909.1	4.056	+	TRIM55
chr2	54972188	55051271	NM_001321859.2	4.056	-	RTN4
chr3	183265310	183273390	XM_005247825.3	4.055	+	B3GNT5
chr3	183265256	183273390	XM_011513225.2	4.055	+	B3GNT5
chr3	183265245	183273390	XM_005247824.3	4.055	+	B3GNT5
chr3	183265320	183273390	XM_011513226.2	4.055	+	B3GNT5
chr5	40679914	40693734	NM_000958.3	4.054	+	PTGER4
chr6	31560549	31574323	XM_011514618.1	4.053	+	LTA
chr8	133036727	133060353	NM_006748.4	4.053	-	SLA
chr8	143915152	143943981	XM_005250979.4	4.050	-	PLEC
chr19	1086578	1095391	NM_001316323.1	4.050	-	POLR2E
chr19	1086578	1095391	NM_001316324.1	4.050	-	POLR2E
chr8	143915152	143943984	NM_201382.4	4.050	-	PLEC
chr19	1088150	1095386	XM_011528070.3	4.050	-	POLR2E
chr1	202246468	202319757	XM_011509842.2	4.049	+	LGR6
chr19	1088150	1095381	XM_017026883.2	4.049	-	POLR2E
chr19	1086573	1095374	NM_002695.4	4.048	-	POLR2E
chr8	141128727	141193681	XM_017013241.1	4.047	+	DENND3
chr19	840964	847835	XM_011528136.1	4.047	+	PRTN3
chr12	113195440	113216352	XM_011537862.2	4.047	-	IQCD
chr1	154405342	154469449	NM_000565.4	4.047	+	IL6R
chr1	154405342	154469449	NM_181359.3	4.047	+	IL6R
chr1	154405342	154469449	XM_005245139.2	4.047	+	IL6R
chr1	154405342	154465837	XM_005245140.3	4.047	+	IL6R
chr1	154405342	154469449	XM_006711298.2	4.047	+	IL6R
chr1	154405342	154465249	XM_006711299.4	4.047	+	IL6R
chr1	154405342	154469449	XM_017001199.2	4.047	+	IL6R
chr1	154405342	154469449	XM_017001200.2	4.047	+	IL6R
chr1	154405342	154465837	XM_017001201.2	4.047	+	IL6R
chr19	840998	848174	NM_002777.4	4.045	+	PRTN3
chr11	67267728	67286555	XM_011544773.1	4.043	+	GRK2
chr8	141128683	141193681	XM_005250842.4	4.042	+	DENND3
chr17	75038862	75046968	NM_001003785.2	4.041	-	ATP5PD
chr17	75038862	75046968	NM_006356.3	4.041	-	ATP5PD
chr6	31560614	31574323	XM_011514615.2	4.041	+	LTA
chr6	31560614	31574323	XM_011514616.2	4.041	+	LTA
chr6	31560614	31574323	XM_011514617.2	4.041	+	LTA
chr1	154405192	154438084	NM_001206866.1	4.040	+	IL6R
chr1	2236638	2310212	XM_005244776.4	4.039	+	SKI
chr17	76726218	76733879	XM_006721678.4	4.038	+	METTL23
chr2	161136954	161204978	NM_133484.1	4.038	+	TANK
chr2	161136962	161236229	NM_004180.3	4.037	+	TANK
chr8	141128635	141193681	XM_011516933.2	4.037	+	DENND3
chr8	141128635	141193901	XM_011516934.3	4.037	+	DENND3
chr12	108621894	108632080	NM_001206609.2	4.037	-	SELPLG
chr17	7856680	7857890	NM_001320924.2	4.036	-	NAA38
chr17	7856680	7857890	NM_001320925.2	4.036	-	NAA38
chr17	7856680	7857890	NM_032356.5	4.036	-	NAA38
chr16	11547991	11629209	XM_017023896.1	4.036	-	LITAF
chr20	64073180	64079827	XM_011528485.2	4.035	-	RGS19
chr8	141128617	141193681	XM_017013242.1	4.035	+	DENND3
chr8	27322401	27459390	NM_004103.4	4.034	+	PTK2B
chr10	73909181	73917496	XM_011539866.2	4.033	+	PLAU
chr20	64073180	64079837	XM_005260182.3	4.033	-	RGS19
chr8	141128588	141195803	NM_001352890.3	4.032	+	DENND3
chr8	141128588	141143007	NM_001352891.3	4.032	+	DENND3
chr8	141128588	141195803	NM_001362798.2	4.032	+	DENND3
chr8	141128588	141195803	NM_014957.5	4.032	+	DENND3
chr1	27612288	27619194	XM_011541014.3	4.032	-	FGR
chr14	22893203	22919148	NM_001077351.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001077352.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001308044.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001352762.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001352763.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001352764.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001352765.2	4.032	-	RBM23
chr14	22893203	22919148	NM_001352766.2	4.032	-	RBM23
chr14	22893203	22919148	NM_018107.5	4.032	-	RBM23
chr14	22900646	22919148	XM_011536893.3	4.032	-	RBM23
chr14	22900755	22919148	XM_011536895.3	4.032	-	RBM23
chr14	22901809	22919148	XM_011536896.3	4.032	-	RBM23
chr14	22900646	22919148	XM_011536902.1	4.032	-	RBM23
chr14	22900646	22919148	XM_011536903.1	4.032	-	RBM23
chr14	22900646	22919148	XM_011536906.1	4.032	-	RBM23
chr14	22900646	22919148	XM_017021398.2	4.032	-	RBM23
chr14	22900646	22919148	XM_017021399.2	4.032	-	RBM23
chr14	22900646	22919148	XM_017021408.1	4.032	-	RBM23
chr14	22900646	22919148	XM_017021414.1	4.032	-	RBM23
chr14	22900646	22919148	XM_017021416.1	4.032	-	RBM23
chr14	22900646	22919148	XM_017021419.1	4.032	-	RBM23
chr14	22900646	22919148	XM_024449645.1	4.032	-	RBM23
chr14	22900755	22919147	XM_011536894.2	4.032	-	RBM23
chr14	22900646	22919156	XM_024449640.1	4.031	-	RBM23
chr14	22900646	22919156	XM_024449641.1	4.031	-	RBM23
chr14	22902955	22919156	XM_024449644.1	4.031	-	RBM23
chr14	22900755	22919146	XM_011536892.2	4.031	-	RBM23
chr14	22900755	22919146	XM_024449646.1	4.031	-	RBM23
chr14	22900646	22919158	XM_017021403.2	4.031	-	RBM23
chr14	22900646	22919158	XM_024449642.1	4.031	-	RBM23
chr21	33402895	33437520	NM_001329128.1	4.031	+	IFNGR2
chr21	33402895	33437520	NM_005534.3	4.031	+	IFNGR2
chr14	22900646	22919160	XM_011536900.2	4.031	-	RBM23
chr14	22900646	22919160	XM_017021401.2	4.031	-	RBM23
chr14	22900646	22919160	XM_017021405.2	4.031	-	RBM23
chr14	22900646	22919135	XM_011536904.1	4.031	-	RBM23
chr14	22900646	22919135	XM_017021417.1	4.031	-	RBM23
chr14	22900646	22919177	XM_017021415.1	4.030	-	RBM23
chr14	22900646	22919181	XM_011536905.1	4.030	-	RBM23
chr14	22900646	22919181	XM_017021418.1	4.030	-	RBM23
chr8	141128561	141193681	XM_005250840.5	4.030	+	DENND3
chr8	141128561	141195801	XM_005250841.4	4.030	+	DENND3
chr8	141128561	141188978	XM_011516937.2	4.030	+	DENND3
chr8	141128561	141173318	XM_011516941.3	4.030	+	DENND3
chr6	108560916	108684773	NM_001455.4	4.028	+	FOXO3
chr1	27872548	27886678	XM_006711050.1	4.026	+	THEMIS2
chr1	27872543	27886674	NM_001105556.3	4.026	+	THEMIS2
chr1	27872542	27886684	NM_001039477.2	4.025	+	THEMIS2
chr1	27872542	27886684	NM_001286113.1	4.025	+	THEMIS2
chr1	27872542	27886684	NM_001286115.1	4.025	+	THEMIS2
chr1	27872542	27886684	NM_004848.3	4.025	+	THEMIS2
chr1	27872530	27886678	XM_005246041.3	4.025	+	THEMIS2
chr1	27872530	27886678	XM_011542445.2	4.025	+	THEMIS2
chr12	56118265	56127513	NM_001303124.2	4.023	+	ZC3H10
chr12	56118265	56127513	NM_032786.3	4.023	+	ZC3H10
chr9	133097721	133131156	NM_001271774.2	4.021	-	RALGDS
chr12	52168995	52192013	NM_001081492.2	4.021	-	KRT80
chr12	52168995	52192013	NM_182507.3	4.021	-	KRT80
chr18	76987693	77087604	XM_024451188.1	4.019	-	MBP
chr12	56118416	56127513	NM_001303125.2	4.017	+	ZC3H10
